,effectivity,deep sleep,quality sleep,time asleep,time awake,exercise,set #,reps,weight,bodyweight,date
1656,"98,5",13033000000000.0,23735000000000.0,30720000000000.0,480000000000.0,squats,3.0,6.0,90.0,81.48,2022-08-12
1657,"98,5",13033000000000.0,23735000000000.0,30720000000000.0,480000000000.0,squats,4.0,5.0,90.0,81.48,2022-08-12
1658,"98,5",13033000000000.0,23735000000000.0,30720000000000.0,480000000000.0,hamstring curls,1.0,13.0,10.0,81.48,2022-08-12
1659,"98,5",13033000000000.0,23735000000000.0,30720000000000.0,480000000000.0,hamstring curls,2.0,13.0,10.0,81.48,2022-08-12
1660,"98,5",13033000000000.0,23735000000000.0,30720000000000.0,480000000000.0,hamstring curls,3.0,10.0,10.0,81.48,2022-08-12
1661,"98,5",13033000000000.0,23735000000000.0,30720000000000.0,480000000000.0,leg extensions,1.0,15.0,25.0,81.48,2022-08-12
1662,"98,5",13033000000000.0,23735000000000.0,30720000000000.0,480000000000.0,leg extensions,2.0,14.0,25.0,81.48,2022-08-12
1663,"98,5",13033000000000.0,23735000000000.0,30720000000000.0,480000000000.0,leg extensions,3.0,13.0,25.0,81.48,2022-08-12
1664,"98,5",13033000000000.0,23735000000000.0,30720000000000.0,480000000000.0,romanian deadlifts,1.0,12.0,100.0,81.48,2022-08-12
1665,"98,5",13033000000000.0,23735000000000.0,30720000000000.0,480000000000.0,romanian deadlifts,2.0,11.0,100.0,81.48,2022-08-12
1666,"98,5",13033000000000.0,23735000000000.0,30720000000000.0,480000000000.0,romanian deadlifts,3.0,12.0,90.0,81.48,2022-08-12
1669,"82,2",5400000000000.0,12349000000000.0,18900000000000.0,4080000000000.0,push ups,1.0,14.0,0.0,81.61,2022-08-15
1670,"82,2",5400000000000.0,12349000000000.0,18900000000000.0,4080000000000.0,push ups,2.0,12.0,0.0,81.61,2022-08-15
1671,"82,2",5400000000000.0,12349000000000.0,18900000000000.0,4080000000000.0,push ups,3.0,10.0,0.0,81.61,2022-08-15
1672,"82,2",5400000000000.0,12349000000000.0,18900000000000.0,4080000000000.0,push ups,4.0,9.0,0.0,81.61,2022-08-15
1673,"82,2",5400000000000.0,12349000000000.0,18900000000000.0,4080000000000.0,inverted rows,1.0,15.0,0.0,81.61,2022-08-15
1674,"82,2",5400000000000.0,12349000000000.0,18900000000000.0,4080000000000.0,inverted rows,2.0,11.0,0.0,81.61,2022-08-15
1675,"82,2",5400000000000.0,12349000000000.0,18900000000000.0,4080000000000.0,inverted rows,3.0,9.0,0.0,81.61,2022-08-15
1679,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,atg heel elevated squat,1.0,10.0,44.0,80.81,2022-08-19
1680,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,atg heel elevated squat,2.0,9.0,44.0,80.81,2022-08-19
1681,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,atg heel elevated squat,3.0,8.0,44.0,80.81,2022-08-19
1682,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,hamstring curls,1.0,15.0,10.0,80.81,2022-08-19
1683,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,hamstring curls,2.0,8.0,15.0,80.81,2022-08-19
1684,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,hamstring curls,3.0,7.0,15.0,80.81,2022-08-19
1685,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,squat (pause),1.0,5.0,80.0,80.81,2022-08-19
1686,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,squat (pause),2.0,5.0,80.0,80.81,2022-08-19
1687,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,squat (pause),3.0,5.0,75.0,80.81,2022-08-19
1688,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,sumo dl,1.0,4.0,120.0,80.81,2022-08-19
1689,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,sumo dl,2.0,5.0,110.0,80.81,2022-08-19
1690,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,sumo dl,3.0,5.0,110.0,80.81,2022-08-19
1691,"95,1",11895000000000.0,19469000000000.0,25620000000000.0,1320000000000.0,sumo dl,4.0,5.0,105.0,80.81,2022-08-19
1693,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,db curls,1.0,8.0,14.5,81.825,2022-08-21
1694,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,db curls,2.0,7.0,14.5,81.825,2022-08-21
1695,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,db curls,3.0,6.0,14.5,81.825,2022-08-21
1696,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,inverted delt rows,1.0,18.0,0.0,81.825,2022-08-21
1697,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,inverted delt rows,2.0,14.0,0.0,81.825,2022-08-21
1698,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,inverted delt rows,3.0,12.0,0.0,81.825,2022-08-21
1699,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,overhead press,1.0,2.0,45.0,81.825,2022-08-21
1700,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,overhead press,2.0,7.0,40.0,81.825,2022-08-21
1701,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,overhead press,3.0,6.0,40.0,81.825,2022-08-21
1702,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,ring push ups,1.0,9.0,0.0,81.825,2022-08-21
1703,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,ring push ups,2.0,7.0,0.0,81.825,2022-08-21
1704,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,ring push ups,3.0,4.5,0.0,81.825,2022-08-21
1705,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,ring push ups,4.0,4.0,0.0,81.825,2022-08-21
1706,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,straight arm pulldown,1.0,10.0,10.0,81.825,2022-08-21
1707,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,straight arm pulldown,2.0,9.0,10.0,81.825,2022-08-21
1708,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,straight arm pulldown,3.0,9.0,10.0,81.825,2022-08-21
1709,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,pull ups,1.0,6.0,15.0,81.825,2022-08-21
1710,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,pull ups,2.0,6.0,15.0,81.825,2022-08-21
1711,"83,7",12649000000000.0,23768000000000.0,30720000000000.0,6000000000000.0,pull ups,3.0,5.0,15.0,81.825,2022-08-21
1713,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,squats,1.0,5.0,95.0,80.99,2022-08-23
1714,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,squats,2.0,5.0,85.0,80.99,2022-08-23
1715,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,squats,3.0,5.0,85.0,80.99,2022-08-23
1716,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,squats,4.0,5.0,80.0,80.99,2022-08-23
1717,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,hamstring curls,1.0,9.0,15.0,80.99,2022-08-23
1718,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,hamstring curls,2.0,8.0,15.0,80.99,2022-08-23
1719,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,hamstring curls,3.0,7.0,15.0,80.99,2022-08-23
1720,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,leg extensions,1.0,14.0,30.0,80.99,2022-08-23
1721,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,leg extensions,2.0,12.0,30.0,80.99,2022-08-23
1722,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,leg extensions,3.0,11.0,30.0,80.99,2022-08-23
1723,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,romanian deadlifts,1.0,12.0,100.0,80.99,2022-08-23
1724,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,romanian deadlifts,2.0,14.0,90.0,80.99,2022-08-23
1725,"99,1",10074000000000.0,24480000000000.0,34800000000000.0,300000000000.0,romanian deadlifts,3.0,11.0,90.0,80.99,2022-08-23
1727,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,dips,1.0,10.0,0.0,81.88999999999999,2022-08-25
1728,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,dips,2.0,7.0,0.0,81.88999999999999,2022-08-25
1729,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,dips,3.0,5.0,0.0,81.88999999999999,2022-08-25
1730,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,one arm lat pulldown,1.0,10.0,30.0,81.88999999999999,2022-08-25
1731,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,one arm lat pulldown,2.0,9.0,30.0,81.88999999999999,2022-08-25
1732,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,one arm lat pulldown,3.0,9.0,30.0,81.88999999999999,2022-08-25
1733,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,push ups,1.0,7.0,20.0,81.88999999999999,2022-08-25
1734,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,push ups,2.0,6.0,20.0,81.88999999999999,2022-08-25
1735,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,push ups,3.0,5.0,20.0,81.88999999999999,2022-08-25
1736,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,push ups,4.0,5.0,20.0,81.88999999999999,2022-08-25
1737,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,side lateral,1.0,13.0,5.0,81.88999999999999,2022-08-25
1738,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,side lateral,2.0,12.0,5.0,81.88999999999999,2022-08-25
1739,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,side lateral,3.0,11.0,5.0,81.88999999999999,2022-08-25
1740,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,inverted rows,1.0,10.0,10.0,81.88999999999999,2022-08-25
1741,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,inverted rows,2.0,8.0,10.0,81.88999999999999,2022-08-25
1742,"97,1",9985000000000.0,21008000000000.0,28140000000000.0,840000000000.0,inverted rows,3.0,9.0,0.0,81.88999999999999,2022-08-25
1745,"100,0",6440000000000.0,13856000000000.0,19320000000000.0,0.0,squat (pause),1.0,5.0,75.0,81.45666666666666,2022-08-28
1746,"100,0",6440000000000.0,13856000000000.0,19320000000000.0,0.0,squat (pause),2.0,5.0,75.0,81.45666666666666,2022-08-28
1747,"100,0",6440000000000.0,13856000000000.0,19320000000000.0,0.0,squat (pause),3.0,5.0,75.0,81.45666666666666,2022-08-28
1748,"100,0",6440000000000.0,13856000000000.0,19320000000000.0,0.0,sumo dl,1.0,3.0,115.0,81.45666666666666,2022-08-28
1749,"100,0",6440000000000.0,13856000000000.0,19320000000000.0,0.0,sumo dl,2.0,5.0,110.0,81.45666666666666,2022-08-28
1750,"100,0",6440000000000.0,13856000000000.0,19320000000000.0,0.0,sumo dl,3.0,7.0,100.0,81.45666666666666,2022-08-28
1751,"100,0",6440000000000.0,13856000000000.0,19320000000000.0,0.0,sumo dl,4.0,6.0,100.0,81.45666666666666,2022-08-28
1753,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,db curls,1.0,9.0,14.5,81.9,2022-08-30
1754,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,db curls,2.0,8.0,14.5,81.9,2022-08-30
1755,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,db curls,3.0,7.0,14.5,81.9,2022-08-30
1756,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,inverted delt rows,1.0,12.0,5.0,81.9,2022-08-30
1757,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,inverted delt rows,2.0,12.0,5.0,81.9,2022-08-30
1758,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,inverted delt rows,3.0,13.0,0.0,81.9,2022-08-30
1759,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,overhead press,1.0,5.0,42.5,81.9,2022-08-30
1760,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,overhead press,2.0,5.0,42.5,81.9,2022-08-30
1761,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,overhead press,3.0,5.0,40.0,81.9,2022-08-30
1762,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,ring push ups,1.0,9.0,0.0,81.9,2022-08-30
1763,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,ring push ups,2.0,6.0,0.0,81.9,2022-08-30
1764,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,ring push ups,3.0,5.0,0.0,81.9,2022-08-30
1765,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,ring push ups,4.0,4.0,0.0,81.9,2022-08-30
1766,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,straight arm pulldown,1.0,11.0,10.0,81.9,2022-08-30
1767,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,straight arm pulldown,2.0,10.0,10.0,81.9,2022-08-30
1768,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,straight arm pulldown,3.0,9.0,10.0,81.9,2022-08-30
1769,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,pull ups,1.0,6.0,15.0,81.9,2022-08-30
1770,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,pull ups,2.0,6.0,15.0,81.9,2022-08-30
1771,"94,4",10582000000000.0,20395000000000.0,29100000000000.0,1740000000000.0,pull ups,3.0,5.0,15.0,81.9,2022-08-30
1774,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,squats,1.0,5.0,90.0,80.91,2022-09-02
1775,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,squats,2.0,5.0,85.0,80.91,2022-09-02
1776,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,squats,3.0,5.0,85.0,80.91,2022-09-02
1777,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,squats,4.0,5.0,80.0,80.91,2022-09-02
1778,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,hamstring curls,1.0,9.0,15.0,80.91,2022-09-02
1779,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,hamstring curls,2.0,8.0,15.0,80.91,2022-09-02
1780,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,hamstring curls,3.0,7.0,15.0,80.91,2022-09-02
1781,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,leg extensions,1.0,10.0,35.0,80.91,2022-09-02
1782,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,leg extensions,2.0,12.0,30.0,80.91,2022-09-02
1783,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,leg extensions,3.0,11.0,30.0,80.91,2022-09-02
1784,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,romanian deadlifts,1.0,12.0,90.0,80.91,2022-09-02
1785,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,romanian deadlifts,2.0,12.0,90.0,80.91,2022-09-02
1786,"92,6",14207000000000.0,21924000000000.0,27540000000000.0,1920000000000.0,romanian deadlifts,3.0,10.0,90.0,80.91,2022-09-02
1788,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,dips,1.0,9.0,0.0,82.02000000000001,2022-09-04
1789,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,dips,2.0,6.0,0.0,82.02000000000001,2022-09-04
1790,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,dips,3.0,5.0,0.0,82.02000000000001,2022-09-04
1791,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,one arm lat pulldown,1.0,11.0,30.0,82.02000000000001,2022-09-04
1792,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,one arm lat pulldown,2.0,9.0,30.0,82.02000000000001,2022-09-04
1793,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,one arm lat pulldown,3.0,8.0,30.0,82.02000000000001,2022-09-04
1794,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,push ups,1.0,5.0,22.5,82.02000000000001,2022-09-04
1795,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,push ups,2.0,5.0,20.0,82.02000000000001,2022-09-04
1796,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,push ups,3.0,4.0,20.0,82.02000000000001,2022-09-04
1797,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,push ups,4.0,7.0,10.0,82.02000000000001,2022-09-04
1798,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,side lateral,1.0,12.0,5.0,82.02000000000001,2022-09-04
1799,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,side lateral,2.0,11.0,5.0,82.02000000000001,2022-09-04
1800,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,side lateral,3.0,10.0,5.0,82.02000000000001,2022-09-04
1801,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,tricep extensions,1.0,10.0,0.0,82.02000000000001,2022-09-04
1802,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,tricep extensions,2.0,10.0,0.0,82.02000000000001,2022-09-04
1803,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,tricep extensions,3.0,10.0,0.0,82.02000000000001,2022-09-04
1804,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,inverted rows,1.0,10.0,10.0,82.02000000000001,2022-09-04
1805,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,inverted rows,2.0,8.0,10.0,82.02000000000001,2022-09-04
1806,"97,5",11084000000000.0,21627000000000.0,30480000000000.0,780000000000.0,inverted rows,3.0,9.0,0.0,82.02000000000001,2022-09-04
1808,"93,8",10061000000000.0,23022000000000.0,33840000000000.0,2220000000000.0,squat (pause),1.0,5.0,75.0,,2022-09-06
1809,"93,8",10061000000000.0,23022000000000.0,33840000000000.0,2220000000000.0,squat (pause),2.0,5.0,75.0,,2022-09-06
1810,"93,8",10061000000000.0,23022000000000.0,33840000000000.0,2220000000000.0,squat (pause),3.0,5.0,75.0,,2022-09-06
1811,"93,8",10061000000000.0,23022000000000.0,33840000000000.0,2220000000000.0,sumo dl,1.0,1.0,120.0,,2022-09-06
1812,"93,8",10061000000000.0,23022000000000.0,33840000000000.0,2220000000000.0,sumo dl,2.0,6.0,105.0,,2022-09-06
1813,"93,8",10061000000000.0,23022000000000.0,33840000000000.0,2220000000000.0,sumo dl,3.0,5.0,105.0,,2022-09-06
1814,"93,8",10061000000000.0,23022000000000.0,33840000000000.0,2220000000000.0,sumo dl,4.0,5.0,105.0,,2022-09-06
1816,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,chin ups,1.0,5.0,10.0,81.09,2022-09-08
1817,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,chin ups,2.0,6.0,7.5,81.09,2022-09-08
1818,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,chin ups,3.0,5.0,7.5,81.09,2022-09-08
1819,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,db curls,1.0,10.0,14.5,81.09,2022-09-08
1820,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,db curls,2.0,7.0,14.5,81.09,2022-09-08
1821,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,db curls,3.0,7.0,14.5,81.09,2022-09-08
1822,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,inverted delt rows,1.0,13.0,5.0,81.09,2022-09-08
1823,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,inverted delt rows,2.0,11.0,5.0,81.09,2022-09-08
1824,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,inverted delt rows,3.0,13.0,0.0,81.09,2022-09-08
1825,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,overhead press,1.0,6.0,42.5,81.09,2022-09-08
1826,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,overhead press,2.0,5.0,42.5,81.09,2022-09-08
1827,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,overhead press,3.0,6.0,40.0,81.09,2022-09-08
1828,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,ring push ups,1.0,8.0,0.0,81.09,2022-09-08
1829,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,ring push ups,2.0,7.0,0.0,81.09,2022-09-08
1830,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,ring push ups,3.0,6.0,0.0,81.09,2022-09-08
1831,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,ring push ups,4.0,5.0,0.0,81.09,2022-09-08
1832,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,straight arm pulldown,1.0,11.0,10.0,81.09,2022-09-08
1833,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,straight arm pulldown,2.0,10.0,10.0,81.09,2022-09-08
1834,"98,4",8466000000000.0,20160000000000.0,26340000000000.0,420000000000.0,straight arm pulldown,3.0,9.0,10.0,81.09,2022-09-08
1837,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,squats,1.0,5.0,90.0,82.365,2022-09-11
1838,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,squats,2.0,5.0,85.0,82.365,2022-09-11
1839,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,squats,3.0,5.0,85.0,82.365,2022-09-11
1840,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,squats,4.0,6.0,80.0,82.365,2022-09-11
1841,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,hyperextensions,1.0,16.0,44.0,82.365,2022-09-11
1842,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,hyperextensions,2.0,12.0,44.0,82.365,2022-09-11
1843,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,hyperextensions,3.0,10.0,44.0,82.365,2022-09-11
1844,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,hamstring curls,1.0,10.0,15.0,82.365,2022-09-11
1845,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,hamstring curls,2.0,7.0,15.0,82.365,2022-09-11
1846,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,hamstring curls,3.0,7.0,15.0,82.365,2022-09-11
1847,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,leg extensions,1.0,12.0,35.0,82.365,2022-09-11
1848,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,leg extensions,2.0,11.0,35.0,82.365,2022-09-11
1849,"89,2",11495000000000.0,18713000000000.0,27780000000000.0,3360000000000.0,leg extensions,3.0,10.0,35.0,82.365,2022-09-11
1851,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,dips,1.0,10.0,0.0,81.48,2022-09-13
1852,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,dips,2.0,7.0,0.0,81.48,2022-09-13
1853,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,dips,3.0,6.0,0.0,81.48,2022-09-13
1854,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,one arm lat pulldown,1.0,7.0,35.0,81.48,2022-09-13
1855,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,one arm lat pulldown,2.0,10.0,30.0,81.48,2022-09-13
1856,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,one arm lat pulldown,3.0,9.0,30.0,81.48,2022-09-13
1857,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,push ups,1.0,6.0,22.5,81.48,2022-09-13
1858,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,push ups,2.0,5.0,22.5,81.48,2022-09-13
1859,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,push ups,3.0,4.0,20.0,81.48,2022-09-13
1860,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,push ups,4.0,6.0,15.0,81.48,2022-09-13
1861,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,side lateral,1.0,13.0,5.0,81.48,2022-09-13
1862,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,side lateral,2.0,12.0,5.0,81.48,2022-09-13
1863,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,side lateral,3.0,12.0,5.0,81.48,2022-09-13
1864,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,tricep extensions,1.0,11.0,0.0,81.48,2022-09-13
1865,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,tricep extensions,2.0,10.0,0.0,81.48,2022-09-13
1866,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,tricep extensions,3.0,9.0,0.0,81.48,2022-09-13
1867,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,inverted rows,1.0,13.0,10.0,81.48,2022-09-13
1868,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,inverted rows,2.0,8.0,10.0,81.48,2022-09-13
1869,"91,8",11700000000000.0,17544000000000.0,23400000000000.0,2100000000000.0,inverted rows,3.0,8.0,0.0,81.48,2022-09-13
1873,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,chin ups,1.0,6.0,10.0,82.23,2022-09-18
1874,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,chin ups,2.0,5.0,10.0,82.23,2022-09-18
1875,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,chin ups,3.0,6.0,7.5,82.23,2022-09-18
1876,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,db curls,1.0,10.0,14.5,82.23,2022-09-18
1877,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,db curls,2.0,8.0,14.5,82.23,2022-09-18
1878,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,db curls,3.0,7.0,14.5,82.23,2022-09-18
1879,"100,0",10277000000000.0,19872000000000.0,26160000000000.0,0.0,inverted delt rows,1.0,13.0,10.0,82.23,2022-09-18
