,effectivity,deep sleep,quality sleep,time asleep,time awake,exercise,set #,reps,weight,bodyweight,date
795,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,bench press,3.0,6.0,60.0,79.705,2022-04-16
796,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,bench press,4.0,6.0,60.0,79.705,2022-04-16
797,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,barbell curls,1.0,7.0,45.0,79.705,2022-04-16
798,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,barbell curls,2.0,8.0,40.0,79.705,2022-04-16
799,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,barbell curls,3.0,7.0,40.0,79.705,2022-04-16
800,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,inverted delt rows,1.0,16.0,0.0,79.705,2022-04-16
801,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,inverted delt rows,2.0,12.0,0.0,79.705,2022-04-16
802,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,inverted delt rows,3.0,13.0,0.0,79.705,2022-04-16
803,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,ring push ups,1.0,7.0,0.0,79.705,2022-04-16
804,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,ring push ups,2.0,5.0,0.0,79.705,2022-04-16
805,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,ring push ups,3.0,4.0,0.0,79.705,2022-04-16
806,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,ring push ups,4.0,5.0,0.0,79.705,2022-04-16
807,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,side lateral,1.0,24.0,0.0,79.705,2022-04-16
808,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,side lateral,2.0,24.0,0.0,79.705,2022-04-16
809,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,side lateral,3.0,24.0,0.0,79.705,2022-04-16
810,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,straight arm pulldown,1.0,18.0,20.0,79.705,2022-04-16
811,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,straight arm pulldown,2.0,14.0,20.0,79.705,2022-04-16
812,"90,0",9086000000000.0,19672000000000.0,25440000000000.0,2820000000000.0,straight arm pulldown,3.0,13.0,20.0,79.705,2022-04-16
814,"94,9",11123000000000.0,19472000000000.0,26880000000000.0,1440000000000.0,atg split squats,1.0,6.0,34.0,80.215,2022-04-18
815,"94,9",11123000000000.0,19472000000000.0,26880000000000.0,1440000000000.0,atg split squats,2.0,6.0,34.0,80.215,2022-04-18
816,"94,9",11123000000000.0,19472000000000.0,26880000000000.0,1440000000000.0,atg split squats,3.0,6.0,34.0,80.215,2022-04-18
817,"94,9",11123000000000.0,19472000000000.0,26880000000000.0,1440000000000.0,deadlifts,1.0,5.0,115.0,80.215,2022-04-18
818,"94,9",11123000000000.0,19472000000000.0,26880000000000.0,1440000000000.0,deadlifts,2.0,5.0,115.0,80.215,2022-04-18
819,"94,9",11123000000000.0,19472000000000.0,26880000000000.0,1440000000000.0,deadlifts,3.0,5.0,115.0,80.215,2022-04-18
820,"94,9",11123000000000.0,19472000000000.0,26880000000000.0,1440000000000.0,deadlifts,4.0,4.0,115.0,80.215,2022-04-18
821,"94,9",11123000000000.0,19472000000000.0,26880000000000.0,1440000000000.0,sissy squats,1.0,17.0,0.0,80.215,2022-04-18
822,"94,9",11123000000000.0,19472000000000.0,26880000000000.0,1440000000000.0,sissy squats,2.0,16.0,0.0,80.215,2022-04-18
823,"94,9",11123000000000.0,19472000000000.0,26880000000000.0,1440000000000.0,sissy squats,3.0,10.0,10.0,80.215,2022-04-18
827,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,bench press,1.0,5.0,65.0,79.03,2022-04-22
828,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,bench press,2.0,4.0,65.0,79.03,2022-04-22
829,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,bench press,3.0,5.0,60.0,79.03,2022-04-22
830,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,bench press,4.0,5.0,60.0,79.03,2022-04-22
831,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,lat pulldown,1.0,9.0,65.0,79.03,2022-04-22
832,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,lat pulldown,2.0,8.0,65.0,79.03,2022-04-22
833,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,lat pulldown,3.0,7.0,65.0,79.03,2022-04-22
834,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,inverted rows,1.0,12.0,0.0,79.03,2022-04-22
835,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,inverted rows,2.0,11.0,0.0,79.03,2022-04-22
836,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,inverted rows,3.0,9.0,0.0,79.03,2022-04-22
837,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,pull ups,1.0,5.0,10.0,79.03,2022-04-22
838,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,pull ups,2.0,5.0,10.0,79.03,2022-04-22
839,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,pull ups,3.0,5.0,5.0,79.03,2022-04-22
840,"100,0",927000000000.0,19305000000000.0,32460000000000.0,0.0,pull ups,4.0,5.0,5.0,79.03,2022-04-22
842,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,squats,1.0,5.0,85.0,80.45,2022-04-24
843,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,squats,2.0,5.0,80.0,80.45,2022-04-24
844,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,squats,3.0,6.0,75.0,80.45,2022-04-24
845,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,squats,4.0,8.0,70.0,80.45,2022-04-24
846,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,romanian deadlifts,1.0,12.0,100.0,80.45,2022-04-24
847,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,romanian deadlifts,2.0,11.0,100.0,80.45,2022-04-24
848,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,romanian deadlifts,3.0,11.0,100.0,80.45,2022-04-24
849,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,reverse nordics,1.0,13.0,10.0,80.45,2022-04-24
850,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,reverse nordics,2.0,12.0,10.0,80.45,2022-04-24
851,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,reverse nordics,3.0,12.0,10.0,80.45,2022-04-24
852,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,hamstring curls,1.0,11.0,5.0,80.45,2022-04-24
853,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,hamstring curls,2.0,11.0,5.0,80.45,2022-04-24
854,"100,0",4556000000000.0,16758000000000.0,24600000000000.0,0.0,hamstring curls,3.0,10.0,5.0,80.45,2022-04-24
856,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,bench press (pause),1.0,4.0,65.0,79.9,2022-04-26
857,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,bench press (pause),2.0,5.0,60.0,79.9,2022-04-26
858,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,bench press (pause),3.0,7.0,55.0,79.9,2022-04-26
859,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,bench press (pause),4.0,6.0,55.0,79.9,2022-04-26
860,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,dips,1.0,10.0,0.0,79.9,2022-04-26
861,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,dips,2.0,7.0,0.0,79.9,2022-04-26
862,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,dips,3.0,6.0,0.0,79.9,2022-04-26
863,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,lat pulldown,1.0,10.0,65.0,79.9,2022-04-26
864,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,lat pulldown,2.0,9.0,65.0,79.9,2022-04-26
865,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,lat pulldown,3.0,8.0,65.0,79.9,2022-04-26
866,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,inverted rows,1.0,15.0,0.0,79.9,2022-04-26
867,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,inverted rows,2.0,12.0,0.0,79.9,2022-04-26
868,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,inverted rows,3.0,8.0,0.0,79.9,2022-04-26
869,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,side lateral,1.0,15.0,5.0,79.9,2022-04-26
870,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,side lateral,2.0,15.0,5.0,79.9,2022-04-26
871,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,side lateral,3.0,15.0,5.0,79.9,2022-04-26
872,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,tricep extensions,1.0,10.0,0.0,79.9,2022-04-26
873,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,tricep extensions,2.0,10.0,0.0,79.9,2022-04-26
874,"94,0",8244000000000.0,21046000000000.0,27480000000000.0,1740000000000.0,tricep extensions,3.0,10.0,0.0,79.9,2022-04-26
876,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,atg split squats,1.0,18.0,0.0,80.32,2022-04-28
877,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,atg split squats,2.0,16.0,0.0,80.32,2022-04-28
878,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,atg split squats,3.0,16.0,0.0,80.32,2022-04-28
879,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,hamstring curls,1.0,11.0,5.0,80.32,2022-04-28
880,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,hamstring curls,2.0,11.0,5.0,80.32,2022-04-28
881,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,hamstring curls,3.0,10.0,5.0,80.32,2022-04-28
882,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,squat (pin),1.0,9.0,70.0,80.32,2022-04-28
883,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,squat (pin),2.0,10.0,70.0,80.32,2022-04-28
884,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,squat (pin),3.0,10.0,70.0,80.32,2022-04-28
885,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,sumo dl,1.0,5.0,115.0,80.32,2022-04-28
886,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,sumo dl,2.0,6.0,115.0,80.32,2022-04-28
887,"96,6",7305000000000.0,18130000000000.0,29220000000000.0,1020000000000.0,sumo dl,3.0,5.0,115.0,80.32,2022-04-28
889,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,barbell curls,1.0,8.0,40.0,79.69,2022-04-30
890,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,barbell curls,2.0,8.0,40.0,79.69,2022-04-30
891,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,barbell curls,3.0,7.0,40.0,79.69,2022-04-30
892,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,bench press,1.0,4.0,70.0,79.69,2022-04-30
893,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,bench press,2.0,5.0,65.0,79.69,2022-04-30
894,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,bench press,3.0,6.0,60.0,79.69,2022-04-30
895,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,bench press,4.0,6.0,60.0,79.69,2022-04-30
896,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,inverted delt rows,1.0,13.0,0.0,79.69,2022-04-30
897,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,inverted delt rows,2.0,11.0,0.0,79.69,2022-04-30
898,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,inverted delt rows,3.0,11.0,0.0,79.69,2022-04-30
899,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,overhead press,1.0,6.0,40.0,79.69,2022-04-30
900,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,overhead press,2.0,7.0,35.0,79.69,2022-04-30
901,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,overhead press,3.0,7.0,35.0,79.69,2022-04-30
902,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,straight arm pulldown,1.0,18.0,20.0,79.69,2022-04-30
903,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,straight arm pulldown,2.0,16.0,20.0,79.69,2022-04-30
904,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,straight arm pulldown,3.0,14.0,20.0,79.69,2022-04-30
905,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,pull ups,1.0,6.0,10.0,79.69,2022-04-30
906,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,pull ups,2.0,5.0,10.0,79.69,2022-04-30
907,"95,2",8300000000000.0,18368000000000.0,24900000000000.0,1260000000000.0,pull ups,3.0,6.0,5.0,79.69,2022-04-30
909,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,squats,1.0,6.0,85.0,79.88,2022-05-02
910,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,squats,2.0,5.0,85.0,79.88,2022-05-02
911,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,squats,3.0,6.0,80.0,79.88,2022-05-02
912,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,squats,4.0,5.0,80.0,79.88,2022-05-02
913,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,hamstring curls,1.0,10.0,5.0,79.88,2022-05-02
914,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,hamstring curls,2.0,7.0,5.0,79.88,2022-05-02
915,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,hamstring curls,3.0,8.0,5.0,79.88,2022-05-02
916,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,romanian deadlifts,1.0,11.0,105.0,79.88,2022-05-02
917,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,romanian deadlifts,2.0,10.0,105.0,79.88,2022-05-02
918,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,romanian deadlifts,3.0,13.0,100.0,79.88,2022-05-02
919,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,reverse nordics,1.0,16.0,10.0,79.88,2022-05-02
920,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,reverse nordics,2.0,14.0,0.0,79.88,2022-05-02
921,"100,0",9077000000000.0,20708000000000.0,28140000000000.0,0.0,reverse nordics,3.0,14.0,0.0,79.88,2022-05-02
923,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,bench press (pause),1.0,4.0,65.0,80.91499999999999,2022-05-04
924,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,bench press (pause),2.0,5.0,60.0,80.91499999999999,2022-05-04
925,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,bench press (pause),3.0,6.0,57.5,80.91499999999999,2022-05-04
926,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,bench press (pause),4.0,5.0,57.5,80.91499999999999,2022-05-04
927,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,dips,1.0,10.0,0.0,80.91499999999999,2022-05-04
928,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,dips,2.0,9.0,0.0,80.91499999999999,2022-05-04
929,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,dips,3.0,8.0,0.0,80.91499999999999,2022-05-04
930,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,one arm lat pulldown,1.0,10.0,25.0,80.91499999999999,2022-05-04
931,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,one arm lat pulldown,2.0,10.0,25.0,80.91499999999999,2022-05-04
932,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,one arm lat pulldown,3.0,9.0,25.0,80.91499999999999,2022-05-04
933,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,inverted rows,1.0,14.0,0.0,80.91499999999999,2022-05-04
934,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,inverted rows,2.0,10.0,0.0,80.91499999999999,2022-05-04
935,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,inverted rows,3.0,9.0,0.0,80.91499999999999,2022-05-04
936,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,side lateral,1.0,16.0,5.0,80.91499999999999,2022-05-04
937,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,side lateral,2.0,15.0,5.0,80.91499999999999,2022-05-04
938,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,side lateral,3.0,12.0,5.0,80.91499999999999,2022-05-04
939,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,tricep extensions,1.0,15.0,0.0,80.91499999999999,2022-05-04
940,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,tricep extensions,2.0,12.0,0.0,80.91499999999999,2022-05-04
941,"83,4",8775000000000.0,15840000000000.0,21060000000000.0,4200000000000.0,tricep extensions,3.0,10.0,0.0,80.91499999999999,2022-05-04
943,"100,0",2734000000000.0,19407000000000.0,29160000000000.0,0.0,atg split squats,1.0,20.0,0.0,80.76,2022-05-06
944,"100,0",2734000000000.0,19407000000000.0,29160000000000.0,0.0,atg split squats,2.0,18.0,0.0,80.76,2022-05-06
945,"100,0",2734000000000.0,19407000000000.0,29160000000000.0,0.0,atg split squats,3.0,18.0,0.0,80.76,2022-05-06
946,"100,0",2734000000000.0,19407000000000.0,29160000000000.0,0.0,hamstring curls,1.0,15.0,5.0,80.76,2022-05-06
947,"100,0",2734000000000.0,19407000000000.0,29160000000000.0,0.0,hamstring curls,2.0,14.0,5.0,80.76,2022-05-06
